Date,SPY,INTL,IEF
2009-03-24,59.52643585205078,17.21224594116211,65.49224853515625
2009-03-25,60.15421676635742,17.441574096679688,65.09819030761719
2009-03-26,61.38020324707031,17.798307418823242,65.26802825927734
2009-03-27,60.27237319946289,17.186769485473633,65.22728729248047
2009-03-30,58.18967819213867,16.51789665222168,65.50579071044922
2009-03-31,58.728824615478516,16.91284942626953,65.62129974365234
2009-04-01,59.866172790527344,17.403348922729492,65.78203582763672
2009-04-02,61.61650466918945,18.1868839263916,65.35289764404297
2009-04-03,62.22953414916992,18.358875274658203,64.60334777832031
2009-04-06,61.7420654296875,18.084964752197266,64.45347595214844
2009-04-07,60.301937103271484,17.715486526489258,64.61702728271484
2009-04-08,60.95185470581055,17.855640411376953,64.93728637695312
2009-04-09,63.37424087524414,18.460805892944336,64.55570983886719
2009-04-13,63.38901901245117,18.64554214477539,64.93728637695312
2009-04-14,62.29597473144531,18.467172622680664,65.27108764648438
2009-04-15,62.960670471191406,18.569101333618164,65.33238983154297
2009-04-16,63.88384246826172,18.741090774536133,65.0735092163086
2009-04-17,64.31221008300781,18.772945404052734,64.54890441894531
2009-04-20,61.61650466918945,17.989410400390625,64.99858856201172
2009-04-21,62.82033157348633,18.35250473022461,64.74649810791016
2009-04-22,62.436317443847656,18.18051528930664,64.58977508544922
2009-04-23,63.04928207397461,18.664649963378906,64.57613372802734
2009-04-24,64.00203704833984,18.938568115234375,64.3240737915039
2009-04-27,63.396400451660156,18.632797241210938,64.58977508544922
2009-04-28,63.19700241088867,18.57546615600586,64.27635955810547
2009-04-29,64.54115295410156,19.059602737426758,63.928932189941406
2009-04-30,64.5633316040039,19.23159408569336,63.8199348449707
2009-05-01,64.91043090820312,19.448184967041016,63.61495590209961
2009-05-04,67.1186752319336,20.43556785583496,63.67638397216797
2009-05-05,66.88970947265625,20.263565063476562,63.66272735595703
2009-05-06,68.0491943359375,20.72859001159668,63.690025329589844
2009-05-07,67.10391235351562,20.359119415283203,63.15705108642578
2009-05-08,68.66960144042969,21.225461959838867,63.23217010498047
2009-05-11,67.384521484375,20.696739196777344,63.826725006103516
2009-05-12,67.18513488769531,20.8114070892334,63.785709381103516
2009-05-13,65.49385070800781,20.07246208190918,64.07954406738281
2009-05-14,66.0551528930664,20.295419692993164,64.08643341064453
2009-05-15,65.51600646972656,20.097944259643555,63.929229736328125
2009-05-18,67.37718963623047,21.015247344970703,63.553348541259766
2009-05-19,67.2959213256836,21.129913330078125,63.46453094482422
2009-05-20,66.84540557861328,21.301910400390625,63.66272735595703
2009-05-21,65.88529205322266,21.053470611572266,62.96565246582031
2009-05-22,65.74497985839844,21.180877685546875,62.596656799316406
2009-05-26,67.42884826660156,21.550352096557617,62.17981719970703
2009-05-27,66.22501373291016,21.212726593017578,61.475914001464844
2009-05-28,67.14822387695312,21.56308364868164,61.79710006713867
2009-05-29,68.33721923828125,21.970773696899414,62.49412155151367
2009-06-01,69.9915542602539,22.563207626342773,61.47422790527344
2009-06-02,70.05064392089844,22.68423843383789,61.67988586425781
2009-06-03,69.16442108154297,21.958038330078125,62.056861877441406
2009-06-04,69.81433868408203,22.155519485473633,61.337196350097656
2009-06-05,69.82910919189453,21.868858337402344,60.72712707519531
2009-06-08,69.54106140136719,21.81153106689453,60.418792724609375
2009-06-09,69.89556884765625,22.08544158935547,60.679176330566406
2009-06-10,69.71831512451172,22.200105667114258,60.31590270996094
2009-06-11,70.02851867675781,22.595060348510742,60.72712707519531
2009-06-12,70.22053527832031,22.423063278198242,61.04931640625
2009-06-15,68.61052703857422,21.601308822631836,61.3234977722168
2009-06-16,67.67996215820312,21.403833389282227,61.66615676879883
2009-06-17,67.6135025024414,21.352869033813477,61.501651763916016
2009-06-18,68.10832214355469,21.1553897857666,60.754547119140625
2009-06-19,68.35933685302734,21.48664093017578,61.03560256958008
2009-06-22,66.30945587158203,20.715850830078125,61.364593505859375
2009-06-23,66.36141204833984,20.87849998474121,61.5633544921875
2009-06-24,66.93331909179688,21.001617431640625,61.3303337097168
2009-06-25,68.38904571533203,21.571853637695312,62.097957611083984
2009-06-26,68.21076965332031,21.5977783203125,62.180213928222656
2009-06-29,68.8495101928711,21.792179107666016,62.31043243408203
2009-06-30,68.29252624511719,21.5200138092041,62.145957946777344
2009-07-01,68.57469940185547,21.869935989379883,62.1060676574707
2009-07-02,66.70308685302734,21.254335403442383,62.31230163574219
2009-07-06,66.6956558227539,21.196016311645508,62.35354995727539
2009-07-07,65.40332794189453,20.697059631347656,62.6009521484375
2009-07-08,65.3587646484375,20.593374252319336,63.32263946533203
2009-07-09,65.48505401611328,20.859052658081055,62.95149230957031
2009-07-10,65.32906341552734,20.651697158813477,63.34328079223633
2009-07-13,66.91844177246094,20.96921157836914,63.11644744873047
2009-07-14,67.29725646972656,21.144180297851562,62.69721603393555
2009-07-15,69.26543426513672,21.973615646362305,61.88615417480469
2009-07-16,69.154052734375,22.148574829101562,62.257286071777344
2009-07-17,69.91161346435547,22.122657775878906,61.838016510009766
2009-07-20,70.65435028076172,22.70585060119629,62.06488037109375
2009-07-21,70.98112487792969,22.77065086364746,62.75908279418945
2009-07-22,70.96627044677734,22.783615112304688,62.387962341308594
2009-07-23,72.53341674804688,23.282573699951172,61.7830810546875
2009-07-24,72.83047485351562,23.386255264282227,61.91364669799805
2009-07-27,73.04586791992188,23.418649673461914,61.6250114440918
2009-07-28,72.70423126220703,23.295530319213867,61.74864196777344
2009-07-29,72.52594757080078,23.09465217590332,61.78989028930664
2009-07-30,73.28353881835938,23.574167251586914,62.037357330322266
2009-07-31,73.38751220703125,23.846330642700195,62.662811279296875
2009-08-03,74.59811401367188,24.461925506591797,61.996925354003906
2009-08-04,74.79122161865234,24.410078048706055,61.817726135253906
2009-08-05,74.5758285522461,24.31288719177246,61.466182708740234
2009-08-06,74.18965911865234,24.04720687866211,61.466182708740234
2009-08-07,75.16259002685547,24.183290481567383,61.05950927734375
2009-08-10,75.00659942626953,23.982404708862305,61.45238494873047
2009-08-11,74.07079315185547,23.716732025146484,61.8797721862793
2009-08-12,74.86553192138672,23.97593116760254,61.70745086669922
2009-08-13,75.4374008178711,24.358245849609375,62.1899528503418
2009-08-14,74.85809326171875,24.16385269165039,62.38291931152344
2009-08-17,73.01615142822266,23.32792854309082,62.810306549072266
2009-08-18,73.59550476074219,23.775053024291992,62.589691162109375
2009-08-19,74.24163055419922,23.839847564697266,62.82415771484375
2009-08-20,75.00659942626953,24.183290481567383,62.98955154418945
2009-08-21,76.47721862792969,24.60448455810547,62.3485221862793
2009-08-24,76.46977996826172,24.57856559753418,62.7345085144043
2009-08-25,76.61832427978516,24.79240608215332,62.89990234375
2009-08-26,76.62576293945312,24.649843215942383,62.982643127441406
2009-08-27,76.79654693603516,24.79888153076172,62.810306549072266
2009-08-28,76.78174591064453,24.747045516967773,62.95511245727539
2009-08-31,76.09844970703125,24.51376724243164,63.141231536865234
2009-09-01,74.41987609863281,23.969449996948242,63.305030822753906
2009-09-02,74.13765716552734,23.97593116760254,63.65067672729492
